Date,Source,Site.ID,POC,Daily.Max.1.hour.NO2.Concentration,UNITS,DAILY_AQI_VALUE,Site.Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
12/14/2016,AQS,360050133,1,32.6,ppb,30,PFIZER LAB SITE,20,83,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/15/2016,AQS,360050133,1,19.2,ppb,18,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/16/2016,AQS,360050133,1,38.4,ppb,36,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/17/2016,AQS,360050133,1,41.3,ppb,39,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/18/2016,AQS,360050133,1,34.5,ppb,32,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/19/2016,AQS,360050133,1,18.4,ppb,17,PFIZER LAB SITE,22,92,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/20/2016,AQS,360050133,1,54.4,ppb,51,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/21/2016,AQS,360050133,1,42,ppb,40,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/22/2016,AQS,360050133,1,45.8,ppb,42,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/23/2016,AQS,360050133,1,37.4,ppb,35,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/24/2016,AQS,360050133,1,37.1,ppb,35,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/25/2016,AQS,360050133,1,22.8,ppb,21,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/26/2016,AQS,360050133,1,40,ppb,38,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/27/2016,AQS,360050133,1,25.2,ppb,24,PFIZER LAB SITE,23,96,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/28/2016,AQS,360050133,1,27.6,ppb,25,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/29/2016,AQS,360050133,1,34.4,ppb,32,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/30/2016,AQS,360050133,1,23.6,ppb,22,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
12/31/2016,AQS,360050133,1,27.9,ppb,25,PFIZER LAB SITE,24,100,42602,Nitrogen dioxide (NO2),35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
1/1/2016,AQS,360290005,3,7.3,ppb,7,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/2/2016,AQS,360290005,3,7.2,ppb,7,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/3/2016,AQS,360290005,3,8.4,ppb,8,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/4/2016,AQS,360290005,3,14.5,ppb,13,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/5/2016,AQS,360290005,3,37.1,ppb,35,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/6/2016,AQS,360290005,3,37.9,ppb,35,BUFFALO,23,96,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/7/2016,AQS,360290005,3,45.2,ppb,42,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/8/2016,AQS,360290005,3,40.2,ppb,38,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/9/2016,AQS,360290005,3,14.2,ppb,13,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/10/2016,AQS,360290005,3,13,ppb,12,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/11/2016,AQS,360290005,3,17,ppb,16,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/12/2016,AQS,360290005,3,20.6,ppb,19,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/13/2016,AQS,360290005,3,12.8,ppb,11,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/14/2016,AQS,360290005,3,27.9,ppb,25,BUFFALO,22,92,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/15/2016,AQS,360290005,3,53.9,ppb,50,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/16/2016,AQS,360290005,3,11.5,ppb,10,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/17/2016,AQS,360290005,3,14.6,ppb,13,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/18/2016,AQS,360290005,3,11.5,ppb,10,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/19/2016,AQS,360290005,3,10.5,ppb,9,BUFFALO,22,92,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/20/2016,AQS,360290005,3,20.1,ppb,19,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/21/2016,AQS,360290005,3,34.9,ppb,32,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/22/2016,AQS,360290005,3,53.4,ppb,50,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/23/2016,AQS,360290005,3,41.1,ppb,39,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/24/2016,AQS,360290005,3,41.4,ppb,39,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/25/2016,AQS,360290005,3,44,ppb,42,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/26/2016,AQS,360290005,3,14.4,ppb,13,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/27/2016,AQS,360290005,3,10.3,ppb,9,BUFFALO,22,92,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/28/2016,AQS,360290005,3,26.1,ppb,25,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/29/2016,AQS,360290005,3,10.4,ppb,9,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/30/2016,AQS,360290005,3,27.6,ppb,25,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
1/31/2016,AQS,360290005,3,35,ppb,33,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/1/2016,AQS,360290005,3,20.4,ppb,19,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/2/2016,AQS,360290005,3,36.3,ppb,34,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/3/2016,AQS,360290005,3,12.8,ppb,11,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/4/2016,AQS,360290005,3,12.4,ppb,11,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/5/2016,AQS,360290005,3,18.1,ppb,17,BUFFALO,22,92,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/6/2016,AQS,360290005,3,11.8,ppb,10,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/7/2016,AQS,360290005,3,31.5,ppb,29,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/8/2016,AQS,360290005,3,39.6,ppb,37,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/9/2016,AQS,360290005,3,14.9,ppb,13,BUFFALO,22,92,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/10/2016,AQS,360290005,3,5.9,ppb,5,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/11/2016,AQS,360290005,3,10.3,ppb,9,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/12/2016,AQS,360290005,3,20.9,ppb,19,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/13/2016,AQS,360290005,3,11.3,ppb,10,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/14/2016,AQS,360290005,3,35.7,ppb,33,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/15/2016,AQS,360290005,3,47.3,ppb,44,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/16/2016,AQS,360290005,3,31.6,ppb,29,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/17/2016,AQS,360290005,3,15,ppb,14,BUFFALO,23,96,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/18/2016,AQS,360290005,3,62,ppb,60,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/19/2016,AQS,360290005,3,46.1,ppb,43,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/20/2016,AQS,360290005,3,17.8,ppb,16,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/21/2016,AQS,360290005,3,21.3,ppb,20,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/22/2016,AQS,360290005,3,34.7,ppb,32,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/23/2016,AQS,360290005,3,23.6,ppb,22,BUFFALO,22,92,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/24/2016,AQS,360290005,3,16.8,ppb,15,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/25/2016,AQS,360290005,3,16.7,ppb,15,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/26/2016,AQS,360290005,3,18.4,ppb,17,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/27/2016,AQS,360290005,3,7.8,ppb,7,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/28/2016,AQS,360290005,3,8,ppb,8,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
2/29/2016,AQS,360290005,3,9,ppb,8,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/1/2016,AQS,360290005,3,23.1,ppb,22,BUFFALO,23,96,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/2/2016,AQS,360290005,3,10.1,ppb,9,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/3/2016,AQS,360290005,3,17.1,ppb,16,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/4/2016,AQS,360290005,3,43,ppb,41,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/5/2016,AQS,360290005,3,39.9,ppb,37,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/6/2016,AQS,360290005,3,43.2,ppb,41,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/7/2016,AQS,360290005,3,41.2,ppb,39,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/8/2016,AQS,360290005,3,60.3,ppb,57,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/9/2016,AQS,360290005,3,46,ppb,43,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/10/2016,AQS,360290005,3,27.8,ppb,25,BUFFALO,22,92,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/11/2016,AQS,360290005,3,31.7,ppb,29,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/12/2016,AQS,360290005,3,24.2,ppb,23,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/13/2016,AQS,360290005,3,34.7,ppb,32,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/14/2016,AQS,360290005,3,29.4,ppb,27,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/15/2016,AQS,360290005,3,25.4,ppb,24,BUFFALO,23,96,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/16/2016,AQS,360290005,3,12.8,ppb,11,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/17/2016,AQS,360290005,3,38,ppb,36,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/18/2016,AQS,360290005,3,12,ppb,11,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/19/2016,AQS,360290005,3,23.4,ppb,22,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/20/2016,AQS,360290005,3,44.9,ppb,42,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/24/2016,AQS,360290005,3,18.9,ppb,17,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/25/2016,AQS,360290005,3,17.9,ppb,16,BUFFALO,22,92,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/26/2016,AQS,360290005,3,25.4,ppb,24,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/27/2016,AQS,360290005,3,26.2,ppb,25,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/28/2016,AQS,360290005,3,17.7,ppb,16,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/29/2016,AQS,360290005,3,22.2,ppb,21,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/30/2016,AQS,360290005,3,43,ppb,41,BUFFALO,22,92,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
3/31/2016,AQS,360290005,3,19.9,ppb,18,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/1/2016,AQS,360290005,3,10.1,ppb,9,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/2/2016,AQS,360290005,3,10.3,ppb,9,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/3/2016,AQS,360290005,3,13,ppb,12,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/4/2016,AQS,360290005,3,49,ppb,46,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/7/2016,AQS,360290005,3,11.2,ppb,10,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/8/2016,AQS,360290005,3,14.6,ppb,13,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/9/2016,AQS,360290005,3,14,ppb,13,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/10/2016,AQS,360290005,3,24.1,ppb,23,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/11/2016,AQS,360290005,3,14.4,ppb,13,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/12/2016,AQS,360290005,3,26.7,ppb,25,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/13/2016,AQS,360290005,3,38.6,ppb,36,BUFFALO,23,96,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/14/2016,AQS,360290005,3,36.1,ppb,34,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/15/2016,AQS,360290005,3,35.5,ppb,33,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/16/2016,AQS,360290005,3,26.2,ppb,25,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/17/2016,AQS,360290005,3,42.7,ppb,40,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/18/2016,AQS,360290005,3,37.3,ppb,35,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/19/2016,AQS,360290005,3,41.2,ppb,39,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/20/2016,AQS,360290005,3,38.5,ppb,36,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/21/2016,AQS,360290005,3,47.5,ppb,44,BUFFALO,21,88,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
4/22/2016,AQS,360290005,3,25.5,ppb,24,BUFFALO,24,100,42602,Nitrogen dioxide (NO2),15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,29,Erie,42.87690667,-78.80952601
